molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pEC50
CHEMBL255388,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(Cl)cc3)C2C(=O)O)c1,Full Agonist,516.981,5.58362,1,5,6.886056648
CHEMBL271739,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2C(=O)N(c3ccc(F)cc3)C2C(=O)O)c1,Full Agonist,500.526,5.06932,1,5,7.522878745
CHEMBL403847,COc1ccc(N2C(=O)C(Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)C2C(=O)O)cc1,Full Agonist,512.562,4.93882,1,6,6.744727495
CHEMBL272336,Cc1oc(-c2ccc(Cl)cc2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,Full Agonist,573.089,6.88112,1,5,7.22184875
CHEMBL257517,COc1ccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)cc1,Full Agonist,568.67,6.23632,1,6,7.397940009
CHEMBL429734,Cc1oc(-c2cccc(Cl)c2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,Full Agonist,573.089,6.88112,1,5,7
CHEMBL404646,COc1cccc(-c2nc(CCOc3cccc(C[C@@H]4C(=O)N(c5ccc(C(C)(C)C)cc5)[C@@H]4C(=O)O)c3)c(C)o2)c1,Full Agonist,568.67,6.23632,1,6,7.397940009
CHEMBL404451,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@H]2C(=O)O)cc1,Full Agonist,538.644,6.22772,1,5,6.301029996
CHEMBL256468,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)cc1,Full Agonist,538.644,6.22772,1,5,8.397940009
CHEMBL272963,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@H]2C(=O)O)c1,Full Agonist,538.644,6.22772,1,5,6.387216143
CHEMBL255389,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,Full Agonist,538.644,6.22772,1,5,6.920818754
CHEMBL411118,COc1ccc(N2C(=O)[C@@H](Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)[C@H]2C(=O)O)cc1,Full Agonist,512.562,4.93882,1,6,7.698970004
CHEMBL257891,COc1ccc(N2C(=O)[C@H](Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)[C@@H]2C(=O)O)cc1,Full Agonist,512.562,4.93882,1,6,6.075720714
CHEMBL271240,COc1ccc(N2C(=O)[C@@H](Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)[C@H]2C(=O)O)cc1,Full Agonist,512.562,4.93882,1,6,7.045757491
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,7.346787486
CHEMBL186179,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,Full Agonist,516.55,5.36572,1,7,5.850780887
CHEMBL257345,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,Full Agonist,532.637,6.08362,1,6,7.251811973
CHEMBL256142,CCCOC(=O)N1C=C(Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C(C(=O)O)CC1,Full Agonist,504.583,5.65102,1,6,8.096910013
CHEMBL401534,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(C(=O)OCc3ccccc3)CCC2C(=O)O)c1,Full Agonist,552.627,6.44122,1,6,7.795880017
CHEMBL255872,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(c3nccc(C(F)(F)F)n3)CCC2C(=O)O)c1,Full Agonist,564.564,6.11782,1,7,7.638272164
CHEMBL256358,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(C(=O)OCC(C)C)CCC2C(=O)O)c1,Full Agonist,518.61,5.89702,1,6,8
CHEMBL256569,CCCOC(=O)N1CCC(C(=O)O)=C(Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,Full Agonist,504.583,5.44752,1,6,7.397940009
CHEMBL402956,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=C(C(=O)O)CCN(C(=O)OCc3ccccc3)C2)c1,Full Agonist,552.627,6.23772,1,6,5.308034897
CHEMBL255271,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=C(C(=O)O)CCN(c3nccc(C(F)(F)F)n3)C2)c1,Full Agonist,564.564,5.91432,1,7,7.050609993
CHEMBL445942,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2CN(C(=O)Oc3ccccc3)CCC2CC(=O)O)c1,Full Agonist,540.616,6.35072,1,6,6.769551079
CHEMBL255097,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2CN(C(=O)OCC(C)C)CCC2CC(=O)O)c1,Full Agonist,520.626,5.94432,1,6,6.236572006
CHEMBL255309,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(CC(=O)O)CCN(C(=O)Oc3ccccc3)C2)c1,Full Agonist,538.6,6.40452,1,6,8.397940009
CHEMBL403432,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(CC(=O)O)CCN(C(=O)OCC(C)C)C2)c1,Full Agonist,518.61,5.99812,1,6,8.22184875
CHEMBL258212,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2CN(C(=O)OCC(C)C)CCC2C(=O)O)c1,Full Agonist,520.626,5.62932,1,6,7.744727495
CHEMBL258428,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2CN(C(=O)OCC(C)C)CCC2C(=O)O)c1,Full Agonist,506.599,5.55422,1,6,6.679853714
CHEMBL257164,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1,Full Agonist,534.653,6.01942,1,6,7.356547324
CHEMBL257165,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2CN(C(=O)OCC(C)C)CCC2C(=O)O)cc1,Full Agonist,520.626,5.62932,1,6,8.301029996
CHEMBL256134,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)c1,Full Agonist,518.61,5.69352,1,6,6.628932138
CHEMBL256505,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C2=C(C(=O)O)CCN(Cc3ccccc3)C2)c1,Full Agonist,494.591,6.01562,1,5,5.124938737
CHEMBL257180,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,Full Agonist,518.61,5.69352,1,6,7.552841969
CHEMBL255251,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,Full Agonist,504.583,5.60802,1,6,5.254144805
CHEMBL255930,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@@H]2C(=O)O)cc1,Partial Agonist,552.553,5.46002,1,7,3.782516056
CHEMBL494382,C/C(=C/CC/C(C)=C/CC/C(C)=C/Cc1occc1C)C(=O)O,Partial Agonist,316.441,5.61442,1,2,4.777283529
CHEMBL7002,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,Partial Agonist,333.453,3.9299,1,4,4.826813732
CHEMBL494383,C/C(=C\CC/C(C)=C/Cc1occc1C)CC/C=C(\C)C(=O)O,Partial Agonist,316.441,5.61442,1,2,4
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,6.651695137
CHEMBL478563,CC(=O)N(Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)Cc1nc(-c2ccccc2)oc1C,Partial Agonist,457.53,4.86862,1,5,4.522878745
CHEMBL516129,Cc1oc(-c2ccccc2)nc1CN(C)Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,429.52,4.95192,1,5,5.15490196
CHEMBL477690,Cc1oc(-c2ccccc2)nc1CNCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,415.493,4.60972,2,5,5.045757491
CHEMBL477323,Cc1oc(-c2ccccc2)nc1CCNc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,415.493,4.97452,2,5,6.318758763
CHEMBL514696,CN(CCCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccc1,Full Agonist,362.473,4.4255,1,3,5.443697499
CHEMBL515972,CN(CCCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccn1,Full Agonist,363.461,3.8205,1,4,5.920818754
CHEMBL477318,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2ccccc2)cc1,Full Agonist,425.528,6.23622,1,3,5.408935393
CHEMBL477298,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2cccc(-c3ccccc3)c2)cc1,Full Agonist,501.626,7.90322,1,3,5.397940009
CHEMBL478335,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,Full Agonist,501.626,7.90322,1,3,5.744727495
CHEMBL515181,Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2cccnc2)cc1,Full Agonist,426.516,5.63122,1,4,5.408935393
CHEMBL478334,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@H](C(=O)O)n2cccc2)cc1,Full Agonist,414.505,5.49522,1,4,5.638272164
CHEMBL477095,Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,414.505,5.49522,1,4,6.853871964
CHEMBL513904,CN(C/C=C/c1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccc1,Full Agonist,360.457,4.5061,1,3,5.431798276
CHEMBL477094,Cc1oc(-c2ccccc2)nc1C/C=C/c1ccc(C[C@H](C(=O)O)n2cccc2)cc1,Full Agonist,412.489,5.57582,1,4,5.585026652
CHEMBL479002,Cc1oc(-c2ccccc2)nc1C/C=C/c1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,412.489,5.57582,1,4,6.991399828
CHEMBL479001,CN(C/C=C/c1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccn1,Full Agonist,361.445,3.9011,1,4,6.308034897
CHEMBL477941,CN(CC#Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1)c1ccccc1,Full Agonist,358.441,3.8444,1,3,5.698970004
CHEMBL477940,CN(CC#Cc1ccc(CC(C(=O)O)n2cccc2)cc1)c1ccccn1,Full Agonist,359.429,3.2394,1,4,5.045757491
CHEMBL476897,Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(CC(C(=O)O)c2cccc(-c3ccccc3)c2)cc1,Partial Agonist,497.594,7.32212,1,3,4.886056648
CHEMBL476896,Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(CC(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,Full Agonist,497.594,7.32212,1,3,5.602059991
CHEMBL478726,Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(CC(C(=O)O)c2cccnc2)cc1,Full Agonist,422.484,5.05012,1,4,5.346787486
CHEMBL478725,Cc1oc(-c2ccccc2)nc1CC#Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,410.473,4.91412,1,4,6.761953897
CHEMBL104850,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,Full Agonist,416.477,4.94142,1,5,7.585026652
CHEMBL18797,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,Full Agonist,340.419,5.35,1,2,6.096910013
CHEMBL457194,O=C(O)CC1=C/C(=C\c2ccc(-c3ccc(F)cc3F)cc2)c2ccc(F)cc21,Full Agonist,392.376,6.1832,1,1,7
CHEMBL456987,CSc1ccc(-c2ccc(/C=C3\C=C(CC(=O)O)c4cc(F)ccc43)cc2)cc1,Full Agonist,402.49,6.6269,1,2,5.823908741
CHEMBL457404,O=C(O)CC1=C/C(=C\c2ccc(-c3ccccc3)cc2)c2ccc(F)cc21,Full Agonist,356.396,5.905,1,1,7
CHEMBL515831,O=C(O)CC1=C/C(=C\c2cccc3cccnc23)c2ccc(F)cc21,Full Agonist,331.346,4.7862,1,2,5.823908741
CHEMBL457184,O=C(O)CC1=C/C(=C\c2ccc(F)c3ccccc23)c2ccc(F)cc21,Full Agonist,348.348,5.5303,1,1,7
CHEMBL515204,O=C(O)CC1=C/C(=C\c2cccc3ccccc23)c2ccc(F)cc21,Full Agonist,330.358,5.3912,1,1,7
CHEMBL456769,O=C(O)CC1=C/C(=C\c2ccc3nccnc3c2)c2ccc(F)cc21,Partial Agonist,332.334,4.1812,1,3,5
CHEMBL515823,O=C(O)CC1=C/C(=C\c2ccc3ccccc3c2)c2ccc(F)cc21,Full Agonist,330.358,5.3912,1,1,5.920818754
CHEMBL456768,O=C(O)CC1=C/C(=C\c2ccc(SC(F)(F)F)cc2)c2ccc(F)cc21,Full Agonist,380.362,5.8499,1,2,6.698970004
CHEMBL456531,CC(C)(C)Oc1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Full Agonist,352.405,5.4153,1,2,5.721246399
CHEMBL456530,COc1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Full Agonist,310.324,4.2466,1,2,5.886056648
CHEMBL514405,[N-]=[N+]=NCc1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Full Agonist,335.338,5.0483,1,2,6.045757491
CHEMBL456529,C#Cc1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Full Agonist,304.32,4.2193,1,1,5.958607315
CHEMBL517909,O=C(O)CC1=C/C(=C\c2ccc(C(F)(F)F)cc2)c2ccc(F)cc21,Full Agonist,348.295,5.2568,1,1,5.602059991
CHEMBL502126,Cc1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Full Agonist,294.325,4.54642,1,1,5.619788758
CHEMBL455940,O=C(O)CC1=C/C(=C\c2ccccc2)c2ccc(F)cc21,Full Agonist,280.298,4.238,1,1,5.769551079
CHEMBL505553,O=C(O)CC1=CCc2ccc(F)cc21,Partial Agonist,192.189,2.2399,1,1,5
CHEMBL457853,O=C(O)CC1=C/C(=C\c2ccc(Br)cc2)c2ccc(F)cc21,Full Agonist,359.194,5.0005,1,1,5.958607315
CHEMBL450921,O=C(O)CC1=C/C(=C\c2ccc(C(=O)O)cc2)c2ccc(F)cc21,Partial Agonist,324.307,3.9362,2,2,5
CHEMBL505097,CS(=O)(=O)c1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Partial Agonist,358.39,3.6415,1,3,5
CHEMBL496463,C[S+]([O-])c1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Partial Agonist,342.391,3.9754,1,2,5
CHEMBL496464,CSc1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,Full Agonist,326.392,4.9599,1,2,6.15490196
CHEMBL270960,Cc1ccc(-c2nc(CCCC[C@H]3CO[C@@](C)(C(=O)O)OC3)c(C)o2)cc1,Full Agonist,373.449,4.13504,1,5,5.15490196
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,Full Agonist,408.472,2.6787,1,6,7.886056648
CHEMBL520856,CS(=O)(=O)Oc1ccc(CCCCCC[C@H]2CO[C@@](C)(C(=O)O)OC2)cc1,Partial Agonist,400.493,2.9818,1,6,4.823908741
CHEMBL473961,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2cn(C)cc2C(=O)O)c1,Full Agonist,416.477,4.89902,1,5,5.625251654
CHEMBL474157,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2cn(-c3ccccc3)cc2C(=O)O)c1,Full Agonist,478.548,6.35122,1,5,6.259637311
CHEMBL474158,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2cn(C)cc2C(=O)O)cc1,Full Agonist,416.477,4.89902,1,5,5.804100348
CHEMBL514328,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2cn(-c3ccccc3)cc2C(=O)O)cc1,Full Agonist,478.548,6.35122,1,5,5.37675071
CHEMBL473952,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)cc2C(=O)O)c1,Full Agonist,479.536,5.74622,1,6,7.638272164
CHEMBL474148,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2c(C(=O)O)cnn2-c2ccccc2)c1,Full Agonist,479.536,5.74622,1,6,6.359518563
CHEMBL474149,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2cn(-c3ccccc3)nc2C(=O)O)c1,Full Agonist,479.536,5.74622,1,6,6.806875402
CHEMBL514007,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)cc2C(=O)O)cc1,Full Agonist,479.536,5.74622,1,6,6.123782159
CHEMBL473953,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2c(C(=O)O)cnn2-c2ccccc2)cc1,Full Agonist,479.536,5.74622,1,6,6.30980392
CHEMBL515106,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)nc2C(=O)O)c1,Full Agonist,480.524,5.14122,1,7,5.42136079
CHEMBL514173,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2c(C(=O)O)nnn2-c2ccccc2)c1,Full Agonist,480.524,5.14122,1,7,5.102372909
CHEMBL474548,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nnn(-c3ccccc3)c2C(=O)O)c1,Full Agonist,480.524,5.14122,1,7,5.032920266
CHEMBL474947,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)nc2C(=O)O)cc1,Full Agonist,480.524,5.14122,1,7,5.032920266
CHEMBL514174,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2c(C(=O)O)nnn2-c2ccccc2)cc1,Partial Agonist,480.524,5.14122,1,7,4.866461092
CHEMBL474550,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nnn(-c3ccccc3)c2C(=O)O)cc1,Full Agonist,480.524,5.14122,1,7,5.236572006
CHEMBL474551,Cc1oc(-c2ccccc2)nc1CCOc1cccc(-c2nn(-c3ccccc3)nc2C(=O)O)c1,Full Agonist,466.497,5.21742,1,7,5.659555885
CHEMBL491750,Cc1oc(-c2ccccc2)nc1CCOc1cccc(-c2nn(-c3ccccc3)nc2CC(=O)O)c1,Full Agonist,480.524,5.14632,1,7,6.251811973
CHEMBL491751,Cc1oc(-c2ccccc2)nc1CCOc1cccc(Cc2nn(-c3ccccc3)nc2CC(=O)O)c1,Full Agonist,494.551,5.07012,1,7,8.397940009
CHEMBL489506,Cc1oc(-c2ccccc2)nc1CCOc1ccc(-c2nn(-c3ccccc3)nc2C(=O)O)cc1,Full Agonist,466.497,5.21742,1,7,5.134896025
CHEMBL489507,Cc1oc(-c2ccccc2)nc1CCOc1ccc(-c2nn(-c3ccccc3)nc2CC(=O)O)cc1,Full Agonist,480.524,5.14632,1,7,5.413412695
CHEMBL491142,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)nc2CC(=O)O)cc1,Full Agonist,494.551,5.07012,1,7,7.886056648
CHEMBL437479,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(C(=O)c3ccccc3)ccc12,Full Agonist,549.667,7.6891,1,5,6.187086643
CHEMBL454508,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2c(C(=O)c3ccccc3)cccc12,Full Agonist,549.667,7.6891,1,5,5.455931956
CHEMBL523334,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(Cc3ccccc3)ccc12,Partial Agonist,535.684,8.0489,1,4,5
CHEMBL492519,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(C(C)=O)ccc12,Full Agonist,487.596,6.6607,1,5,5.970616222
CHEMBL451681,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(C(=O)c3ccncc3)ccc12,Full Agonist,550.655,7.0841,1,6,5.684029655
CHEMBL522366,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(C(=O)c3ccoc3)ccc12,Full Agonist,539.628,7.2821,1,6,6.366531544
CHEMBL450774,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(C(=O)c3ccc(F)cc3)ccc12,Full Agonist,567.657,7.8282,1,5,5.673664139
CHEMBL506730,CCCc1c(OCCCn2ccc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(C(=O)c3ccc(OC)cc3)ccc12,Full Agonist,579.693,7.6977,1,6,6.292429824
CHEMBL451216,CCCc1cc(C(=O)c2ccc3ccccc3c2)ccc1OCCCn1ccc2cc(OC(C)(C)C(=O)O)ccc21,Full Agonist,549.667,7.6891,1,5,6.431798276
CHEMBL446489,CCCc1cc(C(=O)c2ccc3ccccc3c2)ccc1OCCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,Full Agonist,549.667,7.6891,1,5,5.552841969
CHEMBL501155,CCCc1cc(C(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCCn1ccc2cc(OC(C)(C)C(=O)O)ccc21,Full Agonist,575.705,8.2029,1,5,6.920818754
CHEMBL444175,CCCc1cc(C(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,Full Agonist,575.705,8.2029,1,5,6.522878745
CHEMBL492324,CCCc1cc(C(=O)c2ccccc2)ccc1OCCCn1ccc2cc(OC(C)(C)C(=O)O)ccc21,Full Agonist,499.607,6.5359,1,5,6.37675071
CHEMBL494142,CCCc1cc(C(=O)c2ccccc2)ccc1OCCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,Partial Agonist,499.607,6.5359,1,5,5
CHEMBL492534,CCCc1cc(C(=O)c2ccc(F)cc2)ccc1OCCCn1ccc2cc(OC(C)(C)C(=O)O)ccc21,Full Agonist,517.597,6.675,1,5,6.045757491
CHEMBL492535,CCCc1cc(C(=O)c2ccc(OC)cc2)ccc1OCCCn1ccc2cc(OC(C)(C)C(=O)O)ccc21,Full Agonist,529.633,6.5445,1,6,6.327902142
CHEMBL448996,CCCc1c(OCCCN2CCCc3c(OC(C)(C)C(=O)O)cccc32)ccc2cc(C(=O)c3ccccc3)ccc12,Full Agonist,565.71,7.487,1,5,7
CHEMBL450050,CCCc1c(OCCCN2CCCc3cc(OC(C)(C)C(=O)O)ccc32)ccc2cc(C(=O)c3ccccc3)ccc12,Full Agonist,565.71,7.487,1,5,6.26760624
CHEMBL508163,CCCc1cc(C(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCCN1CCCc2c(OC(C)(C)C(=O)O)cccc21,Full Agonist,591.748,8.0008,1,5,7.301029996
CHEMBL443243,CCCc1cc(C(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCCN1CCCc2cc(OC(C)(C)C(=O)O)ccc21,Full Agonist,591.748,8.0008,1,5,7
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Full Agonist,357.435,2.4909,1,6,6.657577319
CHEMBL408,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Full Agonist,441.549,4.37426,2,6,5.585026652
CHEMBL489765,CCO[C@@H](Cc1cccc(/C(C)=N/OCc2ccccc2)c1)C(=O)O,Full Agonist,341.407,3.6596,1,4,6.91721463
CHEMBL489559,CCO[C@H](Cc1cccc(C2=NOC(CCc3ccccc3)C2)c1)C(=O)O,Partial Agonist,367.445,3.8446,1,4,4.600326279
CHEMBL484264,CCO[C@H](Cc1cccc(C2=NOC(Cc3ccccc3)C2)c1)C(=O)O,Partial Agonist,353.418,3.4545,1,4,4.382999659
CHEMBL484263,CCO[C@@H](Cc1cccc(C2=NOC(CCc3ccccc3)C2)c1)C(=O)O,Full Agonist,367.445,3.8446,1,4,5.732828272
CHEMBL484063,CCO[C@@H](Cc1cccc(C2=NOC(Cc3ccccc3)C2)c1)C(=O)O,Full Agonist,353.418,3.4545,1,4,5.159266765
CHEMBL491627,CCO[C@@H](Cc1cccc(/C(C)=N/OCc2ccccc2Cl)c1)C(=O)O,Full Agonist,375.852,4.313,1,4,7.585026652
CHEMBL501335,CCO[C@@H](Cc1cccc(/C(C)=N/OCc2cccc(Cl)c2)c1)C(=O)O,Full Agonist,375.852,4.313,1,4,8
CHEMBL485291,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(C(C)(C)C)cc3)C2)c1)C(=O)O,Full Agonist,395.499,4.882,1,4,5.563837353
CHEMBL519857,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(OC)cc3)C2)c1)C(=O)O,Full Agonist,369.417,3.5931,1,5,5.496209317
CHEMBL483035,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(OS(C)(=O)=O)cc3)C2)c1)C(=O)O,Partial Agonist,433.482,2.9229,1,7,4.55129368
CHEMBL520305,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(O)cc3)C2)c1)C(=O)O,Partial Agonist,355.39,3.2901,2,5,4.413412695
CHEMBL482827,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(I)cc3)C2)c1)C(=O)O,Full Agonist,465.287,4.1891,1,4,6.217527376
CHEMBL484462,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(Br)cc3)C2)c1)C(=O)O,Full Agonist,418.287,4.347,1,4,6.13076828
CHEMBL523650,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(Cl)cc3)C2)c1)C(=O)O,Full Agonist,373.836,4.2379,1,4,6.088309841
CHEMBL483032,CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(F)cc3)C2)c1)C(=O)O,Full Agonist,357.381,3.7236,1,4,5.935542011
CHEMBL482824,CCO[C@@H](Cc1cccc(/C(C)=N/OCc2ccc(C(C)(C)C)cc2)c1)C(=O)O,Full Agonist,397.515,4.9571,1,4,6.554395797
CHEMBL521289,CCO[C@@H](Cc1cccc(/C(C)=N/OCc2ccc(OC)cc2)c1)C(=O)O,Full Agonist,371.433,3.6682,1,5,6.756961951
CHEMBL482823,CCO[C@@H](Cc1cccc(/C(C)=N/OCc2ccc(OS(C)(=O)=O)cc2)c1)C(=O)O,Full Agonist,435.498,2.998,1,7,5.793174124
CHEMBL488991,CCO[C@@H](Cc1cccc(/C(C)=N/OCc2ccc(O)cc2)c1)C(=O)O,Full Agonist,357.406,3.3652,2,5,5.53165267
